response_id,exercise,cycle_phase,coaching_label,min_reps,max_reps,min_form_score,max_form_score,fatigue_level,performance_trend,symmetry_condition,response_type,response_text
R0301,shoulder press,luteal,improve_range_of_motion,0,50,55,89,any,any,any,main_plus_cycle,"Range of motion should be the main focus next time. Use lighter intensity if needed to move cleanly. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0302,shoulder press,luteal,improve_range_of_motion,0,50,55,89,medium,stable,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0303,shoulder press,luteal,progress_gradually,7,50,80,100,medium,stable,any,main_plus_cycle,"You are showing signs of progress, but keep increases small and controlled. In the luteal phase, fatigue, mood, and recovery needs may increase for some users. If {reps} reps felt difficult, reduce intensity slightly, increase rest, and focus on steady technique."
R0304,shoulder press,luteal,progress_gradually,7,50,80,100,high,stable,any,main_plus_cycle,"You are showing signs of progress, but keep increases small and controlled. Because this session is in the luteal phase, performance dips can be normal. Prioritise consistency, hydration, protein, and slower controlled reps rather than chasing a personal best."
R0305,shoulder press,skip,reduce_intensity,0,8,0,84,high,declining,any,main_plus_cycle,"Your performance data points towards lowering the challenge for now. Aim for cleaner reps before increasing weight or volume. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0306,shoulder press,skip,reduce_intensity,0,8,0,84,low,declining,any,main_plus_cycle,"This session suggests the exercise may have been too demanding today. Keep the {exercise} lighter and prioritise controlled overhead press. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0307,shoulder press,skip,focus_control,0,50,55,89,any,declining,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around avoid arching your back. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0308,shoulder press,skip,focus_control,0,50,55,89,high,improving,any,main_plus_cycle,"Your {exercise} would benefit from slower reps and better control, especially around avoid arching your back. Cycle-aware coaching is off for this session, so focus on your movement data: reps, form quality, symmetry, and fatigue. Adjust intensity based on how controlled the exercise felt."
R0309,shoulder press,skip,maintain_quality,7,50,80,100,high,any,any,main_plus_cycle,"Good session. The priority now is keeping the same standard across more reps without losing control. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0310,shoulder press,skip,maintain_quality,7,50,80,100,medium,declining,any,main_plus_cycle,"Your technique looked consistent. Keep using this as your baseline before adding more challenge. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0311,shoulder press,skip,increase_challenge,7,50,80,100,low,declining,any,main_plus_cycle,"Your session suggests you may be ready to progress. Add difficulty gradually while keeping controlled overhead press stable. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0312,shoulder press,skip,increase_challenge,7,50,80,100,medium,any,any,main_plus_cycle,"This was a strong performance. Consider slightly increasing reps or resistance if recovery feels good. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0313,shoulder press,skip,prioritise_recovery,0,8,0,84,any,declining,any,main_plus_cycle,"Today looks more like a maintenance session. Rest, hydrate, and avoid pushing extra volume. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0314,shoulder press,skip,prioritise_recovery,0,8,0,84,any,declining,any,main_plus_cycle,"Because fatigue appears elevated, keep the next session lighter and focus on feeling recovered. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
R0315,shoulder press,skip,improve_symmetry,0,50,0,100,low,any,high_diff,main_plus_cycle,"For your next {exercise}, prioritise balanced movement rather than increasing reps. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0316,shoulder press,skip,improve_symmetry,0,50,0,100,medium,any,high_diff,main_plus_cycle,"Your symmetry difference suggests one side may be working harder than the other. Slow down and match both sides evenly. Since cycle tracking was skipped, use general recovery cues. If {reps} reps felt unusually hard, consider rest, hydration, and reducing intensity next time."
R0317,shoulder press,skip,improve_range_of_motion,0,50,55,89,any,stable,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0318,shoulder press,skip,improve_range_of_motion,0,50,55,89,medium,declining,any,main_plus_cycle,"Your joint angle range suggests the movement may be slightly restricted. Focus on a comfortable full range of motion. Cycle-aware coaching is off for this session, so focus on your movement data: reps, form quality, symmetry, and fatigue. Adjust intensity based on how controlled the exercise felt."
R0319,shoulder press,skip,progress_gradually,7,50,80,100,low,stable,any,main_plus_cycle,"Build gradually from this session. Add reps or resistance slowly rather than jumping too quickly. Without cycle data, the safest recommendation is to follow your form and fatigue signals. Keep the movement controlled and progress only when the session feels stable."
R0320,shoulder press,skip,progress_gradually,7,50,80,100,medium,improving,any,main_plus_cycle,"This is a good base to progress from, as long as your form and recovery stay consistent. No cycle phase was selected, so this feedback is based mainly on performance. Use your rep count, form score, and fatigue level to decide whether to maintain, reduce, or progress intensity."
